date,Draw,France,Scotland
2015-02-07 18:45:14.253,1.002652,98.96995,0.1
2015-02-07 18:45:30.381,1.11331,98.76838,0.1
2015-02-07 18:45:46.332,2.349938,98.62337,0.1
2015-02-07 18:46:02.232,1.06735,99.00762,0.1
2015-02-07 18:46:17.960,0.9755206,98.67669,0.1
2015-02-07 18:46:33.875,0.9090909,98.67669,0.1
2015-02-07 18:46:49.834,0.9090909,98.67669,0.1
2015-02-07 18:47:05.664,0.9090909,98.67669,0.1
2015-02-07 18:47:21.778,0.9090909,98.67669,0.1
2015-02-07 18:47:38.267,0.9090909,98.67669,0.1
2015-02-07 18:47:54.667,0.9090909,98.67669,0.1
2015-02-07 18:48:10.820,0.9090909,98.67669,0.1
2015-02-07 18:48:27.139,0.9090909,98.67669,0.1
