date,New England Patriots,Seattle Seahawks
2015-02-02 00:56:47.141,31061.54,4700.386
2015-02-02 00:57:02.914,16400.15,142.5333
2015-02-02 00:57:18.779,3609.237,1778.713
2015-02-02 00:57:35.189,2583.198,749.9502
2015-02-02 00:57:51.574,3720.622,910.8207
2015-02-02 00:58:07.341,27996.15,11850.32
2015-02-02 00:58:23.105,21820.45,37014.21
2015-02-02 00:58:39.080,25350.81,36867.12
2015-02-02 00:58:55.041,28174.43,4779.959
2015-02-02 00:59:11.755,20528.06,12699.78
2015-02-02 00:59:28.032,12993.85,76233.19
2015-02-02 00:59:43.920,12610.95,20617.23
2015-02-02 00:59:59.722,8535.118,4984.388
2015-02-02 01:00:15.699,7954.389,18240.16
2015-02-02 01:00:31.875,8990.153,6807.098
2015-02-02 01:00:47.860,19776.56,25747.06
2015-02-02 01:01:03.826,959.1781,9064.562
2015-02-02 01:01:19.905,90799.7,48350.22
2015-02-02 01:01:35.860,39238.36,45190.76
2015-02-02 01:01:57.008,11721.72,40299.94
2015-02-02 01:02:13.107,4295.935,20822.33
2015-02-02 01:02:29.329,2410.338,186.3865
2015-02-02 01:02:45.094,550.1666,1918.352
2015-02-02 01:03:00.969,134611.3,2471.418
2015-02-02 01:03:16.857,14011.48,32976.4
2015-02-02 01:03:33.495,1599.635,7618.386
2015-02-02 01:03:49.329,10584.89,17194.29
2015-02-02 01:04:05.157,8194.965,21090.86
2015-02-02 01:04:20.952,2083.902,6731.703
2015-02-02 01:04:36.831,6413.929,483.6509
2015-02-02 01:04:52.696,10115.95,14025.27
2015-02-02 01:05:08.927,850.7512,2737.752
2015-02-02 01:05:24.741,19862.53,61920.9
2015-02-02 01:05:40.501,12187.04,3071.077
2015-02-02 01:05:56.476,776.1161,11559.41
2015-02-02 01:06:12.416,166.5572,4273.576
2015-02-02 01:06:28.280,2042.528,4901.705
2015-02-02 01:06:45.308,306.2043,38600.88
2015-02-02 01:07:01.467,336.918,2870.672
2015-02-02 01:07:17.475,2547.294,591.5275
2015-02-02 01:07:33.573,142333.6,9729.003
2015-02-02 01:07:49.311,3120.371,9608.19
2015-02-02 01:08:05.035,16095.18,426.9877
2015-02-02 01:08:20.961,3078.374,2026.656
2015-02-02 01:08:36.968,797.6334,11656.79
2015-02-02 01:08:52.632,34168.38,1131.056
2015-02-02 01:09:08.636,2985.244,13267.29
2015-02-02 01:09:24.489,64712.97,6113.929
2015-02-02 01:09:42.985,11885.78,25006.49
2015-02-02 01:09:58.761,403.3331,23951.18
2015-02-02 01:10:14.556,188739.1,104785.6
2015-02-02 01:10:30.237,31676.92,18356.9
2015-02-02 01:10:51.502,18637.99,10330.82
2015-02-02 01:11:08.089,899.8095,1625.908
2015-02-02 01:11:23.841,184.6514,6334.517
2015-02-02 01:11:40.156,1045.03,67693.04
2015-02-02 01:11:55.965,3093.293,12762.62
2015-02-02 01:12:11.725,1926.416,2875.614
2015-02-02 01:12:39.021,379.0782,9694.651
2015-02-02 01:12:54.838,305.8264,147.9438
2015-02-02 01:13:10.606,22.83174,673.3081
2015-02-02 01:13:26.419,0,0.07588299
2015-02-02 01:13:42.718,0,198.7882
2015-02-02 01:13:58.497,0,4742.195
2015-02-02 01:14:14.254,780.9088,0
2015-02-02 01:14:30.048,9389.901,196.101
2015-02-02 01:14:45.888,268.3249,14437.39
2015-02-02 01:15:01.726,721.2568,811.3098
2015-02-02 01:15:17.626,0,67.65925
2015-02-02 01:15:33.558,0,1002.64
2015-02-02 01:15:49.232,95.47095,5021.45
2015-02-02 01:16:05.482,0,1698.472
2015-02-02 01:16:21.500,44.42504,518.1173
2015-02-02 01:16:37.856,733.6629,1740.028
2015-02-02 01:16:53.956,408.9829,25297.46
2015-02-02 01:17:09.964,375650.9,677.6383
2015-02-02 01:17:25.844,0,3.249244
2015-02-02 01:17:41.712,0,696.1201
2015-02-02 01:17:57.764,0,2018.671
2015-02-02 01:18:13.503,818.4926,3159.984
2015-02-02 01:18:29.308,0,3348.823
2015-02-02 01:18:45.393,2424.664,8143.848
2015-02-02 01:19:01.852,208.5896,2183.92
2015-02-02 01:19:17.724,120.358,76287.23
2015-02-02 01:19:33.603,0,2579.084
2015-02-02 01:19:50.343,126279.4,47206.05
2015-02-02 01:20:06.332,37783.36,141796.5
2015-02-02 01:20:22.438,393.4563,96.85537
2015-02-02 01:20:38.518,30.2242,754.7094
2015-02-02 01:20:54.311,914.7068,398.9969
2015-02-02 01:21:10.416,0,3468.789
2015-02-02 01:21:26.824,19.41711,55.94761
2015-02-02 01:21:42.645,0,0
2015-02-02 01:21:58.438,2891.99,396.2514
2015-02-02 01:22:14.291,421.2492,757.7944
2015-02-02 01:22:30.164,1514.754,8202.442
