date,Golden State,New Orleans
2014-12-15 01:20:48.387,28.27408,69.47226
2014-12-15 01:21:09.015,28.27408,60.60579
2014-12-15 01:21:29.907,41.855,59.24
2014-12-15 01:21:50.798,41.32196,58.43505
2014-12-15 01:22:16.360,42.02327,57.96385
2014-12-15 01:22:38.040,42.02327,57.49201
2014-12-15 01:22:58.744,42.37288,57.10943
2014-12-15 01:23:19.319,43.3092,55.93436
2014-12-15 01:23:39.956,42.22565,58.31592
2014-12-15 01:24:00.539,39.65614,61.30285
2014-12-15 01:24:21.144,41.24963,58.79011
2014-12-15 01:24:41.712,44.47029,55.74546
2014-12-15 01:25:02.295,45.21674,54.64551
2014-12-15 01:25:22.981,47.63617,52.12695
2014-12-15 01:25:43.890,48.24218,51.57246
2014-12-15 01:26:04.889,48.07692,52.66122
2014-12-15 01:26:25.684,48.07692,51.79777
2014-12-15 01:26:46.360,60.05046,50.27527
2014-12-15 01:27:07.176,61.28587,55.87982
2014-12-15 01:27:27.700,43.94032,55.88431
2014-12-15 01:27:48.414,43.17179,55.9672
2014-12-15 01:28:08.945,44.00409,56.24421
2014-12-15 01:28:30.023,48.28973,54.28604
2014-12-15 01:28:50.880,57.47507,54.28604
2014-12-15 01:29:11.463,58.55568,42.3408
2014-12-15 01:29:32.073,58.34352,42.01681
2014-12-15 01:30:07.827,58.14196,42.43364
2014-12-15 01:30:28.708,57.2555,42.73504
2014-12-15 01:30:49.420,59.15659,45.21526
2014-12-15 01:31:10.231,58.02713,42.35684
2014-12-15 01:31:31.116,58.33797,41.66667
2014-12-15 01:31:51.668,66.62226,33.33333
2014-12-15 01:32:12.392,67.49459,32.36391
2014-12-15 01:32:32.941,66.03474,33.33333
2014-12-15 01:32:53.507,62.54457,33.33333
2014-12-15 01:33:14.491,70.40967,33.69201
2014-12-15 01:33:35.120,77.35664,23.5347
2014-12-15 01:33:55.787,77.55885,22.93451
2014-12-15 01:34:16.328,80.16861,17.40407
2014-12-15 01:34:36.996,85.90722,15.05815
2014-12-15 01:34:57.682,91.2101,9.090909
2014-12-15 01:35:18.335,90.76383,10.18529
2014-12-15 01:35:39.092,91.05,10.18529
2014-12-15 01:36:04.887,91.96565,9.090909
2014-12-15 01:36:25.469,92.41486,8.351808
2014-12-15 01:36:46.166,91.7484,8.351808
2014-12-15 01:37:06.780,92.7878,8.351808
2014-12-15 01:37:27.410,95.2381,8.351808
2014-12-15 01:37:48.004,96.17186,8.351808
2014-12-15 01:38:08.619,97.08738,8.351808
2014-12-15 01:38:29.582,97.08428,8.351808
2014-12-15 01:38:50.644,95.9049,8.351808
2014-12-15 01:39:11.633,96.4052,8.351808
2014-12-15 01:39:32.420,98.03922,8.351808
2014-12-15 01:39:53.789,99.0099,8.351808
2014-12-15 01:40:14.793,99.0099,1
2014-12-15 01:40:35.336,99.0099,1
2014-12-15 01:40:55.992,99.0099,0.5
2014-12-15 01:41:16.482,99.0099,0.5
2014-12-15 01:41:37.143,99.0099,0.5
2014-12-15 01:41:57.717,99.0099,0.5
2014-12-15 01:42:23.294,98.98043,0.5
2014-12-15 01:42:43.879,98.79683,0.5
2014-12-15 01:43:04.496,97.58095,0.5
2014-12-15 01:43:25.112,96.82431,0.5
2014-12-15 01:43:45.690,99.00949,0.5
2014-12-15 01:44:06.369,99.0099,0.5
2014-12-15 01:44:26.903,99.0099,0.5
2014-12-15 01:44:47.515,99.0099,0.5
2014-12-15 01:45:08.135,99.0099,0.5
2014-12-15 01:45:28.704,99.0099,1
2014-12-15 01:45:49.363,99.0099,1
2014-12-15 01:46:09.950,99.0099,1
2014-12-15 01:46:30.544,99.0099,1
2014-12-15 01:46:51.204,99.0099,1
2014-12-15 01:47:11.836,99.0099,0.5
2014-12-15 01:47:32.481,99.0099,0.5
2014-12-15 01:47:53.088,99.0099,0.5
2014-12-15 01:48:13.683,99.0099,0.5
2014-12-15 01:48:34.343,99.0099,0.5
2014-12-15 01:49:00.245,99.0099,0.1
2014-12-15 01:49:21.155,99.0099,0.1
