date,LA Lakers,Minnesota
2014-12-15 01:47:03.787,67.03451,32.43228
2014-12-15 01:47:24.465,67.02646,32.87577
2014-12-15 01:47:45.093,66.98708,32.87577
2014-12-15 01:48:05.680,67.13628,32.78689
2014-12-15 01:48:26.305,68.83489,32.25806
2014-12-15 01:48:47.397,70.79901,30.46096
2014-12-15 01:49:07.868,67.49842,35.90597
2014-12-15 01:49:28.486,69.44444,35.90597
2014-12-15 01:49:49.076,71.7721,28.12529
2014-12-15 01:50:31.204,72.096,29.62531
2014-12-15 01:50:51.733,72.46749,27.60435
2014-12-15 01:51:12.256,66.80487,27.60435
2014-12-15 01:51:32.865,59.85007,40.65041
2014-12-15 01:51:53.461,64.00043,40.65041
2014-12-15 01:52:14.087,66.2816,33.38279
2014-12-15 01:52:34.678,66.48103,33.61756
2014-12-15 01:52:55.381,73.75351,26.88049
2014-12-15 01:53:15.888,74.39422,26.32239
2014-12-15 01:53:36.558,75.69585,25
2014-12-15 01:53:57.211,75.7125,23.80952
2014-12-15 01:54:17.901,76.38975,23.80952
2014-12-15 01:54:39.006,76.53816,23.80952
2014-12-15 01:54:59.942,76.91992,23.80952
2014-12-15 01:55:20.465,77.05096,22.86841
2014-12-15 01:55:41.169,80.83734,15.12278
2014-12-15 01:56:01.876,86.15084,15.12278
2014-12-15 01:56:22.669,83.91673,15.12278
2014-12-15 01:56:43.474,79.76203,20.83127
2014-12-15 01:57:04.107,76.35397,22.21615
2014-12-15 01:57:24.680,76.99536,23.54531
2014-12-15 01:57:45.294,77.63284,21.07296
2014-12-15 01:58:05.869,80.14787,20.07464
2014-12-15 01:58:26.470,75.44808,23.4562
2014-12-15 01:58:47.073,80.11774,19.81764
2014-12-15 01:59:08.086,84.59479,14.8063
2014-12-15 01:59:28.665,84.2748,16.12903
2014-12-15 01:59:49.267,84.74855,16.12903
2014-12-15 02:00:09.902,84.81444,14.79666
2014-12-15 02:00:30.491,84.80237,15.625
2014-12-15 02:00:51.077,84.24943,36.46002
2014-12-15 02:01:11.924,85.47009,15.625
2014-12-15 02:01:32.473,85.34616,15.625
2014-12-15 02:01:53.084,82.09065,15.741
2014-12-15 02:02:14.368,81.19232,15.741
2014-12-15 02:02:34.901,79.6952,20.42042
2014-12-15 02:02:55.456,79.3345,20.40816
2014-12-15 02:03:16.411,79.36505,20.44998
2014-12-15 02:03:36.889,80,20
2014-12-15 02:03:57.487,80,20.14846
2014-12-15 02:04:18.441,78.91444,20.83333
2014-12-15 02:04:39.106,79.8941,20.83333
2014-12-15 02:05:00.287,78.73837,21.2766
2014-12-15 02:05:21.041,78.48438,22.22222
2014-12-15 02:05:42.874,83.01201,16.97507
2014-12-15 02:06:03.489,82.88599,16.97507
2014-12-15 02:06:24.101,85.98945,14.70588
2014-12-15 02:06:44.661,85.98945,14.70588
2014-12-15 02:07:05.514,87.51548,14.70588
2014-12-15 02:07:26.104,87.12379,14.70588
2014-12-15 02:07:46.779,89.42895,14.70588
2014-12-15 02:08:07.314,90.90004,9.689441
2014-12-15 02:08:28.084,91.23908,9.689441
2014-12-15 02:08:49.041,91.49664,8.695652
2014-12-15 02:09:09.701,91.72654,8.695652
2014-12-15 02:09:30.365,89.98562,10.6383
2014-12-15 02:09:50.982,91.74312,10.6383
2014-12-15 02:10:11.514,92.58934,9.090909
2014-12-15 02:10:36.590,90.29743,9.090909
2014-12-15 02:10:57.676,84.05957,16.12903
2014-12-15 02:11:18.412,86.84386,15.98023
2014-12-15 02:11:39.072,91.24958,15.98023
2014-12-15 02:11:59.954,84.9483,14.28571
2014-12-15 02:12:20.469,81.13981,14.28571
2014-12-15 02:12:41.108,75.98609,25.64103
2014-12-15 02:13:01.655,77.51041,22.84855
2014-12-15 02:13:22.258,77.56365,21.73913
2014-12-15 02:13:43.027,78.11615,22.21114
2014-12-15 02:14:03.677,78.12394,21.84945
2014-12-15 02:14:24.274,78.1139,22.22222
2014-12-15 02:14:45.141,78.13316,22.22222
2014-12-15 02:15:05.700,77.96237,22.5506
2014-12-15 02:15:26.386,74.73323,24.81907
2014-12-15 02:15:46.889,71.18367,30.2124
2014-12-15 02:16:07.498,73.55431,27.96313
2014-12-15 02:16:28.406,91.50409,8.333333
2014-12-15 02:16:48.898,92.60913,8.333333
2014-12-15 02:17:09.700,88.70356,10.6383
2014-12-15 02:17:31.437,89.91057,10.6383
2014-12-15 02:17:52.144,89.73735,10.6383
2014-12-15 02:18:13.061,90.50443,9.090909
2014-12-15 02:18:34.218,90.16934,9.52381
2014-12-15 02:18:54.754,90.90909,9.52381
2014-12-15 02:19:15.673,91.05787,9.090909
2014-12-15 02:19:36.466,91.11255,9.154806
2014-12-15 02:19:57.100,91.51604,9.154806
2014-12-15 02:20:17.666,91.06093,10
2014-12-15 02:20:38.328,91.55746,8.023188
2014-12-15 02:20:59.188,91.8452,8.023188
2014-12-15 02:21:19.805,92.38194,8.333333
2014-12-15 02:21:40.262,96.15385,8.333333
2014-12-15 02:22:01.003,97.54393,8.333333
2014-12-15 02:22:21.493,97.94855,8.333333
2014-12-15 02:22:42.091,96.78012,2.941176
2014-12-15 02:23:02.698,95.47918,2.941176
2014-12-15 02:23:23.425,96.27591,2.941176
2014-12-15 02:23:44.233,96.50883,2.941176
2014-12-15 02:24:04.913,96.19946,2.941176
2014-12-15 02:24:25.481,96.16147,3.846154
2014-12-15 02:24:46.098,97.07519,3.846154
2014-12-15 02:25:06.685,96.83279,2.941176
2014-12-15 02:25:27.376,99.0099,2.941176
2014-12-15 02:25:47.925,99.0099,2.941176
2014-12-15 02:26:11.302,99.0099,2.941176
2014-12-15 02:26:31.900,98.95483,2.941176
2014-12-15 02:26:52.936,99.0099,2.941176
2014-12-15 02:27:13.980,99.0099,2.941176
2014-12-15 02:27:34.497,99.0099,0.6666667
2014-12-15 02:27:55.136,99.0099,0.6666667
2014-12-15 02:28:15.720,99.0099,0.6666667
2014-12-15 02:28:36.359,99.0099,0.6666667
2014-12-15 02:28:56.882,99.0099,0.6666667
2014-12-15 02:29:17.469,99.0099,0.6666667
2014-12-15 02:29:38.145,99.0099,0.6666667
2014-12-15 02:29:59.133,99.0099,0.6666667
2014-12-15 02:30:19.754,99.0099,0.6666667
