date,Draw,England,South Africa
2014-11-15 16:07:25.899,7.938779,27.28825,63.19626
2014-11-15 16:07:47.454,8.856079,30.48288,61.46841
2014-11-15 16:08:08.165,7.372892,30.50509,61.00582
2014-11-15 16:08:28.898,6.561654,27.23186,61.84959
2014-11-15 16:08:49.566,5.671688,27.13704,70.10121
2014-11-15 16:09:10.207,5.92802,27.62022,73.31962
2014-11-15 16:09:31.003,6.036517,30.11466,64.21145
2014-11-15 16:09:51.881,7.824034,27.60838,62.88999
2014-11-15 16:10:12.679,6.061852,28.07006,66.72494
2014-11-15 16:10:33.366,6.374806,25.05348,73.91701
2014-11-15 16:10:54.511,6.93012,18.05002,75.57078
2014-11-15 16:11:15.125,6.405107,16.22487,76.96057
2014-11-15 16:11:35.707,4.305104,12.30475,86.10138
2014-11-15 16:11:56.334,3.364113,7.471839,88.95979
2014-11-15 16:12:17.200,2.771036,9.108897,87.53027
2014-11-15 16:12:37.869,4.011327,9.090137,86.98992
2014-11-15 16:12:58.530,4.933562,10.93223,84.51438
2014-11-15 16:13:21.907,4.881266,10.74105,87.94978
2014-11-15 16:13:42.450,2.673226,10.74105,89.78929
2014-11-15 16:14:03.160,2.42855,10.74105,96.15385
2014-11-15 16:14:23.767,0.6666667,0.3333333,99.0099
2014-11-15 16:14:44.453,0.6666667,0.3333333,99.0099
2014-11-15 16:15:05.442,0.5625,0.8205096,98.89516
2014-11-15 16:15:26.551,0.6666667,0.8547567,97.99687
2014-11-15 16:15:47.355,0.6666667,1,97.78716
2014-11-15 16:16:08.646,0.8333333,1.176471,98.00971
2014-11-15 16:16:29.405,0.7903952,1.528411,98.36353
2014-11-15 16:16:50.359,0.8912403,9.204471,94.56343
2014-11-15 16:17:11.187,1.789688,2.25554,96.3207
2014-11-15 16:17:31.953,2.506975,3.064981,96.16905
2014-11-15 16:17:53.053,3.060611,1.273149,97.01392
2014-11-15 16:18:13.710,3.418164,1.053488,96.29821
2014-11-15 16:18:34.505,3.595853,4.347826,93.96795
2014-11-15 16:18:55.867,2.915186,0.9772274,98.15255
2014-11-15 16:19:16.687,2.915186,0.9772274,99.0099
2014-11-15 16:19:37.411,0.7245748,0.9772274,98.85374
2014-11-15 16:19:58.132,0.7245748,0.1,99.0099
2014-11-15 16:20:18.714,0.7245748,0.1,99.0099
2014-11-15 16:20:39.486,0.7245748,0.1,99.0099
2014-11-15 16:21:00.161,0.7245748,0.1,99.0099
2014-11-15 16:21:20.713,0.7245748,0.1,99.0099
