date,Gael Monfils,Roger Federer
2014-11-21 17:40:43.748,90.10774,10.51418
2014-11-21 17:40:59.359,90.90909,9.52381
2014-11-21 17:41:15.514,94.82877,9.52381
2014-11-21 17:41:31.807,94.49278,5.237505
2014-11-21 17:41:47.545,94.71607,5.330881
2014-11-21 17:42:03.115,94.99419,5.592349
2014-11-21 17:42:18.790,94.54288,5.55914
2014-11-21 17:42:34.627,94.58176,5.714286
2014-11-21 17:42:50.605,94.35241,5.708915
2014-11-21 17:43:06.430,94.44874,5.552074
2014-11-21 17:43:22.183,94.79493,5.411012
2014-11-21 17:43:38.458,95.27982,4.640009
2014-11-21 17:43:54.122,94.80267,4.626583
2014-11-21 17:44:09.773,93.60459,6.666667
2014-11-21 17:44:25.912,95.01776,4.910875
2014-11-21 17:44:41.849,94.5533,5.217991
2014-11-21 17:44:57.570,95.5831,4.580764
2014-11-21 17:45:13.139,96.1497,4.348268
2014-11-21 17:45:28.780,96.15357,3.846154
2014-11-21 17:45:44.551,96.15385,4.015755
2014-11-21 17:46:00.585,96.42101,3.842943
2014-11-21 17:46:16.845,96.13298,3.855836
2014-11-21 17:46:32.660,95.33312,4.192462
2014-11-21 17:46:48.359,95.58824,4.43316
2014-11-21 17:47:04.146,95.65782,4.472276
2014-11-21 17:47:19.820,95.61822,4.243488
2014-11-21 17:47:35.648,95.2381,4.545455
2014-11-21 17:47:52.511,95.69045,4.452459
2014-11-21 17:48:08.345,95.83674,4.090797
2014-11-21 17:48:23.972,95.24248,4.694729
2014-11-21 17:48:39.765,95.2381,4.803755
2014-11-21 17:48:55.629,95.14564,4.976195
2014-11-21 17:49:11.432,95.22819,5
2014-11-21 17:49:27.435,95.22711,4.991739
2014-11-21 17:49:44.370,95.2381,4.691211
2014-11-21 17:50:00.196,96.01192,4.748101
2014-11-21 17:50:16.004,95.64401,4.545455
2014-11-21 17:50:31.855,96.0456,4.545455
2014-11-21 17:50:47.951,96.14754,4.545455
2014-11-21 17:51:03.609,95.2381,4.548271
2014-11-21 17:51:19.473,95.26018,4.613628
2014-11-21 17:51:36.544,93.89202,4.613628
